Charlevoix County, Michigan $ 251,395 $ 1,411 $ 912
Codington County, South Dakota $ 251,289 $ 1,410 $ 945
Elmore County, Idaho $ 251,099 $ 1,409 $ 973
Penobscot County, Maine $ 251,090 $ 1,409 $ 785
Wood County, Ohio $ 250,969 $ 1,408 $ 828
Marshall County, Tennessee $ 250,917 $ 1,408 $ 912
Columbia County, Florida $ 250,692 $ 1,407 $ 847
Macon County, North Carolina $ 250,524 $ 1,406 $ 937
Lexington County, South Carolina $ 250,457 $ 1,406 $ 915
Dauphin County, Pennsylvania $ 250,400 $ 1,405 $ 931
Wheeler County, Oregon $ 250,301 $ 1,405 $ 997
Cleveland County, Oklahoma $ 250,263 $ 1,404 $ 901
Davie County, North Carolina $ 249,617 $ 1,401 $ 952
Winnebago County, Wisconsin $ 249,592 $ 1,401 $ 962
St. Clair County, Alabama $ 249,584 $ 1,401 $ 821
Madison County, Tennessee $ 249,483 $ 1,400 $ 918
Goshen County, Wyoming $ 249,433 $ 1,400 $ 947
Chippewa County, Wisconsin $ 249,414 $ 1,400 $ 920
Dodge County, Wisconsin $ 249,383 $ 1,400 $ 1,108
Pope County, Minnesota $ 249,252 $ 1,399 $ 950
Aitkin County, Minnesota $ 248,998 $ 1,397 $ 938
Cole County, Missouri $ 248,933 $ 1,397 $ 924
Uinta County, Wyoming $ 248,912 $ 1,397 $ 932
Trousdale County, Tennessee $ 248,895 $ 1,397 $ 925
Colonial Heights city, Virginia $ 248,625 $ 1,395 $ 924
Yancey County, North Carolina $ 248,117 $ 1,392 $ 910
Northampton County, Virginia $ 248,010 $ 1,392 $ 1,002
Jessamine County, Kentucky $ 247,857 $ 1,391 $ 955
Butler County, Kansas $ 247,853 $ 1,391 $ 919
Benton County, Minnesota $ 247,725 $ 1,390 $ 945
Bartholomew County, Indiana $ 247,657 $ 1,390 $ 831
Yuma County, Colorado $ 247,481 $ 1,389 $ 1,028
Portage County, Wisconsin $ 247,430 $ 1,389 $ 831
Clay County, South Dakota $ 247,283 $ 1,388 $ 871
Ontario County, New York $ 247,125 $ 1,387 $ 773
Berrien County, Michigan $ 247,036 $ 1,386 $ 912
Dubuque County, Iowa $ 246,484 $ 1,383 $ 776
Bullitt County, Kentucky $ 246,466 $ 1,383 $ 1,099
Cochise County, Arizona $ 246,445 $ 1,383 $ 990
Garrett County, Maryland $ 246,399 $ 1,383 $ 1,018
Montour County, Pennsylvania $ 246,277 $ 1,382 $ 932
Grimes County, Texas $ 246,238 $ 1,382 $ 872
Jefferson County, Alabama $ 246,231 $ 1,382 $ 917
Bossier Parish, Louisiana $ 246,195 $ 1,382 $ 763
Sullivan County, New Hampshire $ 246,158 $ 1,381 $ 952
Owyhee County, Idaho $ 246,145 $ 1,381 $ 968
Rankin County, Mississippi $ 246,135 $ 1,381 $ 821
McClain County, Oklahoma $ 246,017 $ 1,381 $ 948
Portage County, Ohio $ 246,007 $ 1,381 $ 861
Mills County, Iowa $ 245,819 $ 1,380 $ 914
Baker County, Florida $ 245,560 $ 1,378 $ 889
Floyd County, Georgia $ 245,459 $ 1,377 $ 918
Lapeer County, Michigan $ 245,376 $ 1,377 $ 943
Camas County, Idaho $ 245,292 $ 1,377 $ 976
Carbon County, Wyoming $ 245,261 $ 1,376 $ 943
Brewster County, Texas $ 245,158 $ 1,376 $ 917
Hartley County, Texas $ 245,023 $ 1,375 $ 957
Marquette County, Michigan $ 245,004 $ 1,375 $ 715
Elmore County, Alabama $ 244,622 $ 1,373 $ 912
Coffee County, Tennessee $ 244,615 $ 1,373 $ 891
Lampasas County, Texas $ 244,611 $ 1,373 $ 955
Cumberland County, New Jersey $ 244,486 $ 1,372 $ 1,080
Washington County, Pennsylvania $ 244,301 $ 1,371 $ 884
Wakulla County, Florida $ 244,250 $ 1,371 $ 898
Banks County, Georgia $ 243,925 $ 1,369 $ 900
Winneshiek County, Iowa $ 243,860 $ 1,369 $ 905
Jasper County, South Carolina $ 243,852 $ 1,368 $ 846
Barry County, Michigan $ 243,581 $ 1,367 $ 906
Morrison County, Minnesota $ 243,527 $ 1,367 $ 911
Waynesboro city, Virginia $ 243,487 $ 1,366 $ 948
Dolores County, Colorado $ 243,455 $ 1,366 $ 906
Bayfield County, Wisconsin $ 243,395 $ 1,366 $ 913
Marion County, Indiana $ 243,288 $ 1,365 $ 930
Ste. Genevieve County, Missouri $ 243,200 $ 1,365 $ 911
Treasure County, Montana $ 242,959 $ 1,363 $ 935
Oneida County, Wisconsin $ 242,875 $ 1,363 $ 924
Lake County, Indiana $ 242,788 $ 1,362 $ 830
Washington County, Idaho $ 242,601 $ 1,361 $ 965
Madison County, Iowa $ 242,534 $ 1,361 $ 929
Avery County, North Carolina $ 242,452 $ 1,361 $ 828
St. Louis County, Minnesota $ 242,408 $ 1,360 $ 853
Rio Grande County, Colorado $ 242,381 $ 1,360 $ 1,008
Greene County, Tennessee $ 242,324 $ 1,360 $ 762
Davidson County, North Carolina $ 242,310 $ 1,360 $ 859
Sioux County, Iowa $ 242,119 $ 1,359 $ 901
Buffalo County, Nebraska $ 242,006 $ 1,358 $ 920
Cumberland County, Tennessee $ 241,751 $ 1,357 $ 911
Ashe County, North Carolina $ 241,744 $ 1,357 $ 863
Nye County, Nevada $ 241,614 $ 1,356 $ 952
Carlton County, Minnesota $ 241,505 $ 1,355 $ 906
Smith County, Tennessee $ 241,492 $ 1,355 $ 915
Minidoka County, Idaho $ 241,468 $ 1,355 $ 921
Allegheny County, Pennsylvania $ 241,408 $ 1,355 $ 923
McLean County, Illinois $ 241,358 $ 1,354 $ 837
Morgan County, West Virginia $ 241,292 $ 1,354 $ 1,008
Spalding County, Georgia $ 241,286 $ 1,354 $ 951
Hardin County, Kentucky $ 241,081 $ 1,353 $ 748
Mitchell County, North Carolina $ 241,036 $ 1,353 $ 896
Logan County, Oklahoma $ 240,871 $ 1,352 $ 908
Franklin County, Missouri $ 240,701 $ 1,351 $ 921
Green County, Wisconsin $ 240,662 $ 1,351 $ 913
Lincoln County, Washington $ 240,650 $ 1,351 $ 976
Sullivan County, Tennessee $ 240,459 $ 1,349 $ 840
Monroe County, Michigan $ 240,375 $ 1,349 $ 967
Putnam County, Georgia $ 240,328 $ 1,349 $ 907
Clayton County, Georgia $ 240,314 $ 1,349 $ 809
Whitfield County, Georgia $ 240,168 $ 1,348 $ 927
Kandiyohi County, Minnesota $ 239,964 $ 1,347 $ 910
Pickaway County, Ohio $ 239,956 $ 1,347 $ 899
Southeast Fairbanks Census Area, Alaska$ 239,816 $ 1,346 $ 871
Sawyer County, Wisconsin $ 239,491 $ 1,344 $ 898
Wabasha County, Minnesota $ 239,370 $ 1,343 $ 949
Swain County, North Carolina $ 239,336 $ 1,343 $ 814
Oklahoma County, Oklahoma $ 239,327 $ 1,343 $ 845
Hill County, Montana $ 238,699 $ 1,340 $ 889
Lavaca County, Texas $ 238,682 $ 1,339 $ 913
Lake County, South Dakota $ 238,579 $ 1,339 $ 882
Niobrara County, Wyoming $ 238,481 $ 1,338 $ 727
Erath County, Texas $ 238,277 $ 1,337 $ 888
Union County, Pennsylvania $ 237,841 $ 1,335 $ 943
Logan County, Colorado $ 237,684 $ 1,334 $ 874
Lynchburg city, Virginia $ 237,474 $ 1,333 $ 922
Saunders County, Nebraska $ 237,423 $ 1,332 $ 879
Highlands County, Florida $ 237,277 $ 1,332 $ 808
Dorchester County, Maryland $ 237,172 $ 1,331 $ 980
Meeker County, Minnesota $ 237,165 $ 1,331 $ 898
Rutland County, Vermont $ 237,119 $ 1,331 $ 937
Billings County, North Dakota $ 236,882 $ 1,329 $ 1,081
Pottawattamie County, Iowa $ 236,777 $ 1,329 $ 705
Bulloch County, Georgia $ 236,731 $ 1,329 $ 1,002
St. Clair County, Michigan $ 236,644 $ 1,328 $ 864
Southampton County, Virginia $ 236,637 $ 1,328 $ 912
Pottawatomie County, Kansas $ 236,435 $ 1,327 $ 861
Mille Lacs County, Minnesota $ 236,402 $ 1,327 $ 872
Houston County, Georgia $ 236,347 $ 1,326 $ 841
Brown County, South Dakota $ 236,093 $ 1,325 $ 887
Wayne County, Pennsylvania $ 235,855 $ 1,324 $ 895
Pamlico County, North Carolina $ 235,796 $ 1,323 $ 882
Steele County, Minnesota $ 235,638 $ 1,322 $ 887
Caledonia County, Vermont $ 235,515 $ 1,322 $ 925
Salem County, New Jersey $ 235,492 $ 1,322 $ 1,030
Victoria County, Texas $ 235,485 $ 1,322 $ 777
Jefferson County, New York $ 235,457 $ 1,321 $ 730
Dunn County, Wisconsin $ 235,065 $ 1,319 $ 890
Houston County, Minnesota $ 235,046 $ 1,319 $ 896
Warren County, Missouri $ 235,031 $ 1,319 $ 921
McLeod County, Minnesota $ 234,748 $ 1,317 $ 876
Alleghany County, North Carolina $ 234,380 $ 1,315 $ 821
Washington County, Virginia $ 234,007 $ 1,313 $ 860
Butts County, Georgia $ 233,932 $ 1,313 $ 869
Perry County, Pennsylvania $ 233,808 $ 1,312 $ 907
Silver Bow County, Montana $ 233,729 $ 1,312 $ 897
Clark County, Indiana $ 233,566 $ 1,311 $ 866
Judith Basin County, Montana $ 233,445 $ 1,310 $ 891
Eaton County, Michigan $ 233,342 $ 1,309 $ 911
Roane County, Tennessee $ 233,301 $ 1,309 $ 900
Schenectady County, New York $ 233,295 $ 1,309 $ 894
Pike County, Pennsylvania $ 233,228 $ 1,309 $ 908
Hot Springs County, Wyoming $ 233,135 $ 1,308 $ 844
Lake County, Minnesota $ 233,094 $ 1,308 $ 892
Santa Cruz County, Arizona $ 233,066 $ 1,308 $ 892
Washakie County, Wyoming $ 233,004 $ 1,308 $ 851
Cherokee County, North Carolina $ 232,822 $ 1,307 $ 894
Franklin County, Virginia $ 232,783 $ 1,306 $ 891
Cooke County, Texas $ 232,745 $ 1,306 $ 890
McCracken County, Kentucky $ 232,566 $ 1,305 $ 647
Staunton city, Virginia $ 232,501 $ 1,305 $ 886
Dearborn County, Indiana $ 232,258 $ 1,303 $ 905
Lafayette Parish, Louisiana $ 232,231 $ 1,303 $ 1,008
Johnson County, Missouri $ 232,219 $ 1,303 $ 869
Washington County, Colorado $ 232,181 $ 1,303 $ 876
Allen County, Indiana $ 232,174 $ 1,303 $ 759
Calcasieu Parish, Louisiana $ 232,147 $ 1,303 $ 750
Baltimore city, Maryland $ 232,105 $ 1,303 $ 1,090
Orleans County, Vermont $ 232,040 $ 1,302 $ 908
Aransas County, Texas $ 231,711 $ 1,300 $ 946
Wayne County, Ohio $ 231,481 $ 1,299 $ 872
Gooding County, Idaho $ 231,413 $ 1,299 $ 926
Hamlin County, South Dakota $ 231,396 $ 1,299 $ 836
Oliver County, North Dakota $ 231,204 $ 1,297 $ 942
Lamar County, Mississippi $ 231,119 $ 1,297 $ 870
Jefferson County, Tennessee $ 231,092 $ 1,297 $ 868
Franklin city, Virginia $ 231,080 $ 1,297 $ 926
Kosciusko County, Indiana $ 231,028 $ 1,297 $ 793
Franklin County, Tennessee $ 230,580 $ 1,294 $ 836
Madison County, New York $ 230,449 $ 1,293 $ 747
Yankton County, South Dakota $ 230,291 $ 1,292 $ 791
Caldwell County, North Carolina $ 230,055 $ 1,291 $ 831
Lake of the Woods County, Minnesota $ 230,040 $ 1,291 $ 918
Butte County, Idaho $ 229,855 $ 1,290 $ 868
Midland County, Michigan $ 229,824 $ 1,290 $ 726
Lubbock County, Texas $ 229,567 $ 1,288 $ 910
Stanly County, North Carolina $ 229,281 $ 1,287 $ 820
Winona County, Minnesota $ 229,276 $ 1,287 $ 886
Gregg County, Texas $ 229,185 $ 1,286 $ 704
Marathon County, Wisconsin $ 229,063 $ 1,285 $ 872
Lenawee County, Michigan $ 229,025 $ 1,285 $ 731
Burke County, North Carolina $ 228,785 $ 1,284 $ 737
Lorain County, Ohio $ 228,703 $ 1,283 $ 820
Charles City County, Virginia $ 228,356 $ 1,282 $ 868
Valley County, Montana $ 228,333 $ 1,281 $ 870
Kearney County, Nebraska $ 228,210 $ 1,281 $ 805
Pulaski County, Arkansas $ 228,124 $ 1,280 $ 849
Aiken County, South Carolina $ 228,067 $ 1,280 $ 898
Daniels County, Montana $ 228,049 $ 1,280 $ 952
West Baton Rouge Parish, Louisiana $ 227,893 $ 1,279 $ 940
McLean County, North Dakota $ 227,797 $ 1,278 $ 860
Caribou County, Idaho $ 227,731 $ 1,278 $ 894
Elkhart County, Indiana $ 227,681 $ 1,278 $ 933
Adams County, Washington $ 227,533 $ 1,277 $ 901
Weston County, Wyoming $ 227,528 $ 1,277 $ 855
Morgan County, Alabama $ 227,501 $ 1,277 $ 869
Oconto County, Wisconsin $ 227,457 $ 1,276 $ 830
Cumberland County, North Carolina $ 227,335 $ 1,276 $ 875
Tangipahoa Parish, Louisiana $ 227,324 $ 1,276 $ 793
Warrick County, Indiana $ 227,119 $ 1,275 $ 900
DeKalb County, Tennessee $ 227,000 $ 1,274 $ 898
Bear Lake County, Idaho $ 226,881 $ 1,273 $ 914
Navajo County, Arizona $ 226,870 $ 1,273 $ 780
Pitt County, North Carolina $ 226,845 $ 1,273 $ 736
Floyd County, Virginia $ 226,815 $ 1,273 $ 878
Kewaunee County, Wisconsin $ 226,797 $ 1,273 $ 853
Seward County, Nebraska $ 226,707 $ 1,272 $ 889
Hamilton County, New York $ 226,687 $ 1,272 $ 885
Monroe County, Georgia $ 226,639 $ 1,272 $ 889
Craig County, Virginia $ 226,495 $ 1,271 $ 755
Troup County, Georgia $ 226,492 $ 1,271 $ 767
Scott County, Iowa $ 226,380 $ 1,270 $ 865
Burnett County, Wisconsin $ 226,214 $ 1,269 $ 842
Page County, Virginia $ 226,169 $ 1,269 $ 867
Carbon County, Pennsylvania $ 225,992 $ 1,268 $ 1,093
McCone County, Montana $ 225,919 $ 1,268 $ 874
Banner County, Nebraska $ 225,805 $ 1,267 $ 859
Wyoming County, Pennsylvania $ 225,626 $ 1,266 $ 887
Las Animas County, Colorado $ 225,605 $ 1,266 $ 856
Pine County, Minnesota $ 225,587 $ 1,266 $ 873
Hamilton County, Nebraska $ 225,425 $ 1,265 $ 814
Morrow County, Oregon $ 225,350 $ 1,265 $ 896
Muskegon County, Michigan $ 225,320 $ 1,264 $ 810
Moody County, South Dakota $ 225,179 $ 1,264 $ 791
Bath County, Virginia $ 225,006 $ 1,263 $ 870
Yuma County, Arizona $ 224,996 $ 1,263 $ 908
Lincoln County, Tennessee $ 224,995 $ 1,263 $ 852
Monroe County, New York $ 224,612 $ 1,260 $ 822
Beltrami County, Minnesota $ 224,569 $ 1,260 $ 854
Antrim County, Michigan $ 224,498 $ 1,260 $ 861
Lackawanna County, Pennsylvania $ 224,454 $ 1,260 $ 812
Lake County, Ohio $ 224,447 $ 1,260 $ 881
Cape Girardeau County, Missouri $ 224,439 $ 1,260 $ 819
Madison County, Ohio $ 224,425 $ 1,259 $ 888
Brule County, South Dakota $ 224,212 $ 1,258 $ 816
Tipton County, Tennessee $ 224,150 $ 1,258 $ 862
Chouteau County, Montana $ 223,931 $ 1,257 $ 900
Cumberland County, Virginia $ 223,881 $ 1,256 $ 823
Anderson County, Kentucky $ 223,718 $ 1,255 $ 821
Valencia County, New Mexico $ 223,693 $ 1,255 $ 1,065
Franklin County, Indiana $ 223,310 $ 1,253 $ 867
Long County, Georgia $ 223,164 $ 1,252 $ 735
Nash County, North Carolina $ 222,822 $ 1,250 $ 715
Kanabec County, Minnesota $ 222,788 $ 1,250 $ 864
Radford city, Virginia $ 222,706 $ 1,250 $ 855
Lewis County, Idaho $ 222,349 $ 1,248 $ 888
Washburn County, Wisconsin $ 222,049 $ 1,246 $ 843
Lincoln County, Idaho $ 221,924 $ 1,245 $ 903
Trigg County, Kentucky $ 221,888 $ 1,245 $ 880
Habersham County, Georgia $ 221,788 $ 1,245 $ 849
Whitley County, Indiana $ 221,750 $ 1,244 $ 797
Van Buren County, Michigan $ 221,566 $ 1,243 $ 822
Accomack County, Virginia $ 221,516 $ 1,243 $ 897
Amherst County, Virginia $ 221,516 $ 1,243 $ 817
Linn County, Iowa $ 221,223 $ 1,241 $ 929
Butte County, South Dakota $ 221,035 $ 1,240 $ 792
Power County, Idaho $ 220,270 $ 1,236 $ 900
Monroe County, Tennessee $ 220,125 $ 1,235 $ 833
Lincoln County, Colorado $ 219,968 $ 1,234 $ 851
Garfield County, Montana $ 219,955 $ 1,234 $ 897
Stanley County, South Dakota $ 219,930 $ 1,234 $ 802
Plymouth County, Iowa $ 219,860 $ 1,234 $ 852
Thomas County, Georgia $ 219,851 $ 1,234 $ 823
Meigs County, Tennessee $ 219,839 $ 1,234 $ 848
Cullman County, Alabama $ 219,775 $ 1,233 $ 719
Bremer County, Iowa $ 219,746 $ 1,233 $ 800
Osage County, Missouri $ 219,499 $ 1,232 $ 824
Sibley County, Minnesota $ 219,479 $ 1,232 $ 850
Gosper County, Nebraska $ 219,476 $ 1,232 $ 822
Snyder County, Pennsylvania $ 219,354 $ 1,231 $ 866
Vernon County, Wisconsin $ 219,316 $ 1,231 $ 836
Trempealeau County, Wisconsin $ 219,056 $ 1,229 $ 833
Caldwell County, Texas $ 218,979 $ 1,229 $ 895
Phillips County, Montana $ 218,819 $ 1,228 $ 818
Medina County, Texas $ 218,621 $ 1,227 $ 814
Cayuga County, New York $ 218,582 $ 1,227 $ 803
Lee County, North Carolina $ 218,518 $ 1,226 $ 794
Hoke County, North Carolina $ 218,423 $ 1,226 $ 773
Susquehanna County, Pennsylvania $ 218,362 $ 1,225 $ 867
Webster County, Missouri $ 218,279 $ 1,225 $ 837
Carbon County, Utah $ 218,103 $ 1,224 $ 866
Hart County, Georgia $ 218,052 $ 1,224 $ 816
Appomattox County, Virginia $ 218,000 $ 1,223 $ 821
Craighead County, Arkansas $ 217,874 $ 1,223 $ 742
Onondaga County, New York $ 217,874 $ 1,223 $ 789
Oxford County, Maine $ 217,833 $ 1,222 $ 841
Creek County, Oklahoma $ 217,811 $ 1,222 $ 790
Sedgwick County, Kansas $ 217,810 $ 1,222 $ 765
Itasca County, Minnesota $ 217,698 $ 1,222 $ 837
Lamar County, Georgia $ 217,559 $ 1,221 $ 809
Colorado County, Texas $ 217,499 $ 1,221 $ 702
Dawson County, Montana $ 216,831 $ 1,217 $ 882
Campbell County, Virginia $ 216,783 $ 1,217 $ 815
Lee County, Mississippi $ 216,626 $ 1,216 $ 691
Summit County, Ohio $ 216,496 $ 1,215 $ 864
Dubois County, Indiana $ 216,412 $ 1,214 $ 839
North Slope Borough, Alaska $ 216,371 $ 1,214 $ 789
Davison County, South Dakota $ 216,338 $ 1,214 $ 795
Madison County, Georgia $ 216,318 $ 1,214 $ 774
Van Zandt County, Texas $ 216,284 $ 1,214 $ 813
Kit Carson County, Colorado $ 216,210 $ 1,213 $ 690
Essex County, New York $ 216,190 $ 1,213 $ 833
Ohio County, Indiana $ 216,178 $ 1,213 $ 759
Toole County, Montana $ 216,121 $ 1,213 $ 720
Giles County, Tennessee $ 216,115 $ 1,213 $ 779
Saguache County, Colorado $ 216,076 $ 1,213 $ 823
Rio Arriba County, New Mexico $ 215,703 $ 1,210 $ 852
Lowndes County, Georgia $ 215,599 $ 1,210 $ 815
Mills County, Texas $ 215,475 $ 1,209 $ 757
Garland County, Arkansas $ 215,372 $ 1,209 $ 739
Gordon County, Georgia $ 215,285 $ 1,208 $ 812
Alamosa County, Colorado $ 215,271 $ 1,208 $ 830
Surry County, North Carolina $ 215,261 $ 1,208 $ 752
Lee County, Georgia $ 215,260 $ 1,208 $ 868
Malheur County, Oregon $ 215,131 $ 1,207 $ 839
Highland County, Virginia $ 215,054 $ 1,207 $ 832
McIntosh County, Georgia $ 215,020 $ 1,207 $ 796
Harrison County, Texas $ 214,935 $ 1,206 $ 807
McCook County, South Dakota $ 214,931 $ 1,206 $ 799
Montcalm County, Michigan $ 214,778 $ 1,205 $ 649
Taylor County, Texas $ 214,720 $ 1,205 $ 754
Cass County, Michigan $ 214,710 $ 1,205 $ 804
Callaway County, Missouri $ 214,484 $ 1,204 $ 813
LaPorte County, Indiana $ 214,333 $ 1,203 $ 835
Coryell County, Texas $ 214,298 $ 1,203 $ 1,112
Pulaski County, Missouri $ 214,273 $ 1,202 $ 855
Sequatchie County, Tennessee $ 214,242 $ 1,202 $ 838
Buffalo County, Wisconsin $ 214,110 $ 1,202 $ 847
Muscogee County, Georgia $ 213,998 $ 1,201 $ 707
St. Joseph County, Indiana $ 213,914 $ 1,200 $ 812
Champaign County, Illinois $ 213,677 $ 1,199 $ 822
Wilkes County, North Carolina $ 213,420 $ 1,198 $ 752
Jasper County, Georgia $ 213,397 $ 1,198 $ 805
Fergus County, Montana $ 213,281 $ 1,197 $ 801
Lonoke County, Arkansas $ 213,266 $ 1,197 $ 796
Fannin County, Texas $ 213,181 $ 1,196 $ 743
Haralson County, Georgia $ 213,119 $ 1,196 $ 800
McMinn County, Tennessee $ 212,964 $ 1,195 $ 798
Monroe County, Wisconsin $ 212,938 $ 1,195 $ 813
Mason County, Michigan $ 212,914 $ 1,195 $ 807
Manitowoc County, Wisconsin $ 212,808 $ 1,194 $ 825
Mercer County, Ohio $ 212,777 $ 1,194 $ 837
Garfield County, Washington $ 212,728 $ 1,194 $ 860
Clinton County, Missouri $ 212,698 $ 1,194 $ 840
Barron County, Wisconsin $ 212,678 $ 1,194 $ 822
Pondera County, Montana $ 212,571 $ 1,193 $ 803
Fillmore County, Minnesota $ 212,482 $ 1,192 $ 816
Grant County, Oregon $ 212,477 $ 1,192 $ 859
Lake County, Oregon $ 212,477 $ 1,192 $ 899
Ionia County, Michigan $ 212,467 $ 1,192 $ 743
Maries County, Missouri $ 212,398 $ 1,192 $ 774
Ellis County, Kansas $ 212,358 $ 1,192 $ 862
Wayne County, North Carolina $ 212,306 $ 1,191 $ 737
Lincoln County, Missouri $ 212,231 $ 1,191 $ 825
Franklin County, Maine $ 212,166 $ 1,191 $ 820
Chowan County, North Carolina $ 212,145 $ 1,191 $ 761
Franklin County, Texas $ 212,102 $ 1,190 $ 771
Marquette County, Wisconsin $ 212,027 $ 1,190 $ 808
Nueces County, Texas $ 211,911 $ 1,189 $ 906
Fulton County, Pennsylvania $ 211,910 $ 1,189 $ 830
Graham County, Arizona $ 211,802 $ 1,189 $ 856
Hancock County, Ohio $ 211,772 $ 1,188 $ 795
Knox County, Ohio $ 211,772 $ 1,188 $ 832
Green Lake County, Wisconsin $ 211,637 $ 1,188 $ 772
Hancock County, Mississippi $ 211,628 $ 1,188 $ 867
Perry County, Missouri $ 211,595 $ 1,187 $ 809
Alexander County, North Carolina $ 211,566 $ 1,187 $ 756
Harrison County, Mississippi $ 211,502 $ 1,187 $ 836
Big Horn County, Montana $ 211,435 $ 1,187 $ 869
Lander County, Nevada $ 211,428 $ 1,187 $ 925
Cheyenne County, Colorado $ 211,379 $ 1,186 $ 765
Morrow County, Ohio $ 211,353 $ 1,186 $ 813
Kingfisher County, Oklahoma $ 211,174 $ 1,185 $ 777
Andrews County, Texas $ 211,157 $ 1,185 $ 818
Rock County, Minnesota $ 211,082 $ 1,185 $ 822
Westmoreland County, Pennsylvania $ 211,037 $ 1,184 $ 748
Taney County, Missouri $ 210,925 $ 1,184 $ 798
Wharton County, Texas $ 210,887 $ 1,183 $ 794
Jefferson County, Kansas $ 210,831 $ 1,183 $ 848
Putnam County, West Virginia $ 210,661 $ 1,182 $ 830
Waseca County, Minnesota $ 210,573 $ 1,182 $ 829
St. Louis city, Missouri $ 210,505 $ 1,181 $ 755
Mercer County, Kentucky $ 210,379 $ 1,181 $ 773
Nelson County, Kentucky $ 210,246 $ 1,180 $ 832
Catron County, New Mexico $ 210,184 $ 1,180 $ 800
Oktibbeha County, Mississippi $ 210,132 $ 1,179 $ 809
Harrison County, Indiana $ 210,122 $ 1,179 $ 809
Person County, North Carolina $ 209,835 $ 1,178 $ 725
Yakutat City and Borough, Alaska $ 209,637 $ 1,176 $ 832
Kershaw County, South Carolina $ 209,636 $ 1,176 $ 755
Morgan County, Missouri $ 209,452 $ 1,175 $ 799
Hanson County, South Dakota $ 209,430 $ 1,175 $ 724
Sherman County, Oregon $ 209,424 $ 1,175 $ 889
Deuel County, South Dakota $ 209,292 $ 1,175 $ 623
Daviess County, Kentucky $ 209,282 $ 1,174 $ 776
Howard County, Nebraska $ 209,224 $ 1,174 $ 771
Yoakum County, Texas $ 209,133 $ 1,174 $ 817
Coffee County, Alabama $ 208,912 $ 1,172 $ 785
Lyon County, Iowa $ 208,792 $ 1,172 $ 793
Steuben County, Indiana $ 208,720 $ 1,171 $ 797
Union County, Tennessee $ 208,621 $ 1,171 $ 744
Ripley County, Indiana $ 208,591 $ 1,171 $ 808
Mobile County, Alabama $ 208,510 $ 1,170 $ 821
Emery County, Utah $ 208,505 $ 1,170 $ 801
Autauga County, Alabama $ 208,359 $ 1,169 $ 815
Cedar County, Iowa $ 208,295 $ 1,169 $ 805
Bourbon County, Kentucky $ 208,262 $ 1,169 $ 796
Niagara County, New York $ 207,999 $ 1,167 $ 705
Madison County, Nebraska $ 207,958 $ 1,167 $ 771
Tom Green County, Texas $ 207,889 $ 1,167 $ 815
Prince Edward County, Virginia $ 207,817 $ 1,166 $ 841
Cuyahoga County, Ohio $ 207,798 $ 1,166 $ 808
Pulaski County, Virginia $ 207,791 $ 1,166 $ 783
San Patricio County, Texas $ 207,776 $ 1,166 $ 758
Waupaca County, Wisconsin $ 207,732 $ 1,166 $ 795
Wood County, Texas $ 207,649 $ 1,165 $ 809
Gates County, North Carolina $ 207,614 $ 1,165 $ 777
Rains County, Texas $ 207,514 $ 1,165 $ 700
Walker County, Georgia $ 207,477 $ 1,164 $ 832
Black Hawk County, Iowa $ 207,468 $ 1,164 $ 729
Marshall County, Alabama $ 207,455 $ 1,164 $ 921
Platte County, Nebraska $ 207,452 $ 1,164 $ 792
Stewart County, Tennessee $ 207,363 $ 1,164 $ 703
Posey County, Indiana $ 207,064 $ 1,162 $ 781
Big Horn County, Wyoming $ 207,057 $ 1,162 $ 821
Otsego County, Michigan $ 207,055 $ 1,162 $ 784
Hall County, Nebraska $ 206,819 $ 1,161 $ 764
Phelps County, Missouri $ 206,774 $ 1,160 $ 778
Rockingham County, North Carolina $ 206,625 $ 1,160 $ 802
Lafayette County, Missouri $ 206,610 $ 1,159 $ 806
Shackelford County, Texas $ 206,570 $ 1,159 $ 587
Boone County, Illinois $ 206,478 $ 1,159 $ 828
Wood County, Wisconsin $ 206,430 $ 1,158 $ 831
Pennington County, Minnesota $ 206,247 $ 1,157 $ 836
Stokes County, North Carolina $ 206,181 $ 1,157 $ 780
Garrard County, Kentucky $ 206,021 $ 1,156 $ 752
Deer Lodge County, Montana $ 205,897 $ 1,155 $ 746
Upshur County, Texas $ 205,744 $ 1,155 $ 808
Sumter County, South Carolina $ 205,690 $ 1,154 $ 686
Lincoln County, New Mexico $ 205,625 $ 1,154 $ 851
Jefferson County, Florida $ 205,417 $ 1,153 $ 720
Henderson County, Texas $ 205,355 $ 1,152 $ 807
Roanoke city, Virginia $ 205,321 $ 1,152 $ 809
Christian County, Kentucky $ 205,288 $ 1,152 $ 706
Jackson County, Michigan $ 205,204 $ 1,152 $ 737
Hamblen County, Tennessee $ 205,129 $ 1,151 $ 779
Stark County, Ohio $ 204,952 $ 1,150 $ 764
Otsego County, New York $ 204,895 $ 1,150 $ 783
Waushara County, Wisconsin $ 204,738 $ 1,149 $ 771
Franklin County, Kentucky $ 204,701 $ 1,149 $ 778
Mineral County, West Virginia $ 204,644 $ 1,148 $ 711
Stevens County, Minnesota $ 204,593 $ 1,148 $ 823
Boyle County, Kentucky $ 204,569 $ 1,148 $ 748
Beaver County, Pennsylvania $ 204,528 $ 1,148 $ 710
Powell County, Montana $ 204,477 $ 1,148 $ 852
